Sojitra,SJTR,,
Solan,SOL,Himachal Pradesh,
Solan Brewery,SBY,,
Solapur Junction,SUR,Maharashtra,
Solapur Junction,SURM,Maharashtra,
Somanur,SNO,Tamil Nadu,
Somesar,SOS,,
Somna,SOM,,
Somnath,SMNH,Gujarat,
Sompeta,SPT,Andhra Pradesh,
Son Nagar,SEB,Bihar,
Sonagir,SOR,,
Sonarpur Junction,SPR,West Bengal,
Sondha Road,SCN,,
Sonegaon,SNN,,
Songadh,SGD,,
Soni,SONI,,
Sonik,SIC,,
Sonipat,SNP,Haryana,
Sonpur Junction,SEE,Bihar,
Sonwara,SWO,,
Sorbhog Junction,SBE,Assam,
Sorupeta,SPQ,Assam,
Soro,SORO,Odisha,
Soron,SRN,,
Sri Dungargarh,SDGH,Rajasthan,
Sri Kalahasti,KHT,Andhra Pradesh,
Srikakulam Road,CHE,Andhra Pradesh,
Srikrishna Nagar,SKN,,
Sriramnagar,SRNR,Andhra Pradesh,
"Srirampur, Assam",SRPB,Assam,
Srirangam,SRGM,Tamil Nadu,
Srivilliputtur,SVPR,Tamil Nadu,
Subansiri,SUZ,,
Subedarganj,SFG,,
Subrahmanya Road,SBHR,Karnataka,
Subzi Mandi,SZM,Delhi,
Suchipind,SCPD,,
Sudsar,SDF,,
Sujangarh,SUJH,,
Sujanpur,SJNP,,
Sukhisewaniyan,SUW,,
Sukhpar Roha,SRHA,,
Sukhpur,SUKP,,
Sukritipur,SQF,Assam,
Suladhal,SUL,,
Sulah Himachal Pradesh,SLHP,Himachal Pradesh,
Sulgare,SGRE,,
Sullurupeta,SPE,Andhra Pradesh,
Sultanganj,SGG,,
Sultanpur,SLN,,
Sultanpur Lodi,SQR,,
Sulur Road (Coimbatore),SUU,Tamil Nadu,
Sumer,SUMR,,
Summadevi,SUDV,,
Summer Hill,SHZ,,
Sumreri,SMRR,,
Sunam,SFM,Punjab,
SundaraperumalKoil,SPL,Tamil Nadu,
Sunderabad,SNBD,,
Sundlak,SDLK,,
Supaul,SOU,Bihar,
Suraimanpur,SIP,,
Surajgarh,SRGH,,
Surajpur,SUPR,Chhattisgarh,
Surajpur Road,SJQ,,
Surat,ST,Gujarat,
Suratgarh Junction,SOG,Rajasthan,
Surathkal,SL,Karnataka,
Suravali,SRVX,,
Sureli,SURL,,
Surendranagar,SUNR,Gujarat,
Suriawan,SAW,,
Surla Road,SLRD,Odisha,
Surpura,SPO,,
Suwansa,SWS,,
Suwasra,SVA,,
Swamimalai,SWI,Tamil Nadu,
Swarupganj,SRPJ,,
T[edit],,,
Station Name,Station Code,State,
Tadali,TAE,Maharashtra,
Tadepalligudem,TDD,Andhra Pradesh,
Tadipatri,TU,Andhra Pradesh,
Tadwal,TVL,Maharashtra,
Tahsil Bhadra,TSD,Rajasthan,
Tahsil Fatehpur,TSF,Uttar apradesh,
Tajpur,TJP,Madhya Pradesh,
Tajpur Dehma,TJD,Uttar apradesh,
Tamluk,TMZ,West Bengal,
Tamuriya,TMA,Bihar,
Takal,TAKL,Maharashtra,
Takari,TKR,Maharashtra,
Takarkhede,TKHE,Maharashtra,
Takia,TQA,Uttar Pradesh,
Taksal,TSL,Himachal Pradesh,
Taku,TAKU,Madhya Pradesh,
Talaiyuthu,TAY,Tamil Nadu,
Talara,TLRA,Himachal Pradesh,
Talakhajuri,TLKH,Uttar Pradesh,
Talala Junction,TAV,Gujarat,
Talavli,TLZ,Madhya Pradesh,
Talbahat,TBT,Uttar Pradesh,
Talcher,TLHR,Odisha,
Talchhapar,TLC,Rajasthan,
Talegaon Dabhade,TGN,Maharashtra,
Talguppa,TLGP,Karnataka,
Talheri Buzurg,THJ,Uttar Pradesh,
Talli Saidasahu,TSS,Punjab,
Talod,TOD,Gujarat,
Taloja,,Maharashtra,
Talwandi,TWB,Punjab,
Tambaram,TBM,Tamil Nadu,
Tamkuhi Road,TOI,Uttar Pradesh,
Tanakpur,TPU,Uttarakhand,
Tanda Urmar,TDO,Punjab,
Tandur,TDU,Telangana,
Tangla,TNL,Assam,
Tangra,TRA,West Bengal,
Tankuppa,TKN,,
Tanuku,TNKU,Andhra Pradesh,
Tanur,TA,Kerala,
Tapa,TAPA,Punjab,
Tapri,TPZ,Uttar Pradesh,
Tarabari,TRBE,Assam,
Taradevi,TVI,,
Tarak Nagar,TNX,,
Tarana Road,TAN,,
Taranga Hill,TRAH,,
Taraori,TRR,Haryana,
Taregna,TEA,,
Targaon,TAZ,,
Tarighat,TRG,,
Tarlupadu,TRL,,
Tarn Taran,TTO,Punjab,
Tarsai,TRSR,,
Tarsari Muria,TRSR,,
Tatanagar Junction,TATA,Jharkhand,
Tatibahar,TBH,,
Tatisilwai,TIS,Jharkhand,
Teghra,TGA,,
Teharka,TKA,,
Telam,TQM,,
Tellicherry,TLY,Kerala,
Tenali Junction,TEL,Andhra Pradesh,
Theni,TENI,Tamil Nadu,
Tenkasi,TSI,Tamil Nadu,
Tenmalai,TML,Tamil Nadu,
Tetelia,TTLA,Assam,
Tetulmari,TET,,
Tezpore,TZTB,Assam,
Thakurkuchi,TKC,Assam,
Thakurli,,Maharashtra,
Than Junction,THAN,Gujarat,
Thana Bihpur Junction,THB,Bihar,
Thandla Rd,THDR,Madhya Pradesh,
Thane,TNA,Maharashtra,
Thanjavur Junction,TJ,Tamil Nadu,
Thathana Mithri,THMR,,
Thawe Junction,THE,Maharashtra,
Thekeraguri,TGE,Assam,
Therubali,THV,Odisha,
Thrissur,TCR,Kerala,
Trivandrum Central,TVC,Kerala,
Thirumullaivoyal,TMVL,Tamil Nadu,
Thiruninravur,TI,Tamil Nadu,
Thiruvananthapuram Pettah,TVP,Kerala,
Thiruvarur Junction,TVR,Tamil Nadu,
Tiruvallur,TRL,Tamil Nadu,
Thivim,THVM,Goa,
Thokur,TOK,Karnataka,
"Thuria, India",THUR,,
Tibi,TIBI,Rajasthan,
Tihu,TIHU,Assam,
Tikaria,TKYR,,
Tikekarwadi,TKKD,,
Tikunia,TQN,,
Tilak Bridge,TKJ,Delhi,
Tilak Nagar,,Maharashtra,
Tilaru,TIU,Andhra Pradesh,
Tilaiya,TIA,Bihar,
Tilda,TLD,Chhattisgarh,
Tilhar,TLH,,
Tilrath,TIL,,
Tilwara,TWL,,
Timarni,TBN,Madhya Pradesh,
Timba Road,TBA,,
Timmapur,TMX,Andhra Pradesh,
Tinai Ghat,TGT,,
Tindivanam,TMV,Tamil Nadu,
Tinpahar Junction,TPH,Jharkhand,
Tinsukia Junction,TSK,Assam,
Tipkai,TPK,Assam,
Tipling,TPG,,
Tiptur,TTR,,
Tiruchirapalli Fort,TP,Tamil Nadu,
Tirodi,TRDI,Madhya Pradesh,
Tirora,TRO,Maharashtra,
Tiruchirapalli Junction,TPJ,Tamil Nadu,
Tiruchendur,TCN,Tamil Nadu,
Tiruchirapalli Palakkarai,TPE,Tamil Nadu,
Tirukoilur,TRK,Tamil Nadu,
Tirumangalam,TMQ,Tamil Nadu,
Tirunagesvaram,TRM,Tamil Nadu,
Tirunelveli Junction,TEN,Tamil Nadu,
Tirupadripuliyur,TDPR,Tamil Nadu,
Tirupati,TPTY,Andhra Pradesh,
Tirupattur Junction,TPT,Tamil Nadu,
Tiruppappuliyur,CUD,Tamil Nadu,
Tiruppur,TUP,Tamil Nadu,
Tirur,TIR,Kerala,
Tiruttani,TRT,Tamil Nadu,
Tiruttangal,TTL,Tamil Nadu,
Tiruturaipundi Junction,TTP,Tamil Nadu,
Tiruvalla,TRVL,Kerala,
Tiruvannamalai Town railway station,TNM,Tamil Nadu,
Tiruverumbur,TRB,Tamil Nadu,
Tiruvidaimarudur,TDR,Tamil Nadu,
Tiruvottiyur,TVT,Tamil Nadu,
Tisi,TISI,Maharashtra,
Tisua,TSA,Uttar Pradesh,
Titabar,TTB,Assam,
Titagarh,TGH,West Bengal,
Titlagarh Junction,TIG,Odisha,
Titwala,TL,Maharashtra,
Tivari,TIW,Rajasthan,
Todarpur,TDP,Uttar Pradesh,
Tohana,TUN,Haryana,
Toranagallu,TNGL,Andhra Pradesh,
Tori,TORI,Jharkhand,
Trichur,TCR,Kerala,
Trikarpur,TKQ,Kerala,
Trilochan Mahdo,TLMD,Uttar Pradesh,
Tripunittura,TRTR,Kerala,
Tondiarpet,TNP,Tamil Nadu,
Tsunduru,TSR,Andhra Pradesh,
Tughlakabad,TKD,Delhi,
Tukaithad,TTZ,Maharashtra,
Tulsipur,TLR,Hiamchal Pradesh,
Tulwara Jhil,TLI,Rajasthan,
Tumkur,TK,Karnataka,
Tumsar Road,TMR,Maharashtra,
Tundla Junction,TDL,Uttar Pradesh,
Tuni,TUNI,Andhra Pradesh,
Turbhe,TUH,Maharashtra,
Turtipar,TTI,Uttar Pradesh,
Tuti Melur,TME,Tamil Nadu,
Tuticorin,TN,Tamil Nadu,
Tuwa,TUWA,Gujarath,
Twining Ganj,TWG,Bihar,
Tyada,TXD,Andhra Pradesh,
U[edit],,,
Station Name,Station Code,State,
Uchana,UCA,Haryana,
Udhampur,UDH,Jammu & Kashmir,
Udaipur City,UDZ,Rajasthan,
Udalguri,ULG,Assam,
Udalkachar,UKR,Madhya Pradesh,
Udasar,UDS,Rajasthan,
Udgir,UDGR,Maharashtra,
Udhna Junction,UDN,Gujarat,
Udramsar,UMS,Rajasthan,
Udupi,UD,Karnataka,
Udvada,UVD,Gujarat,
Ugar Khurd,UGR,Karnataka,
Ugrasenpur,URPR,,
Ugwe,UGWE,Uttar Pradesh,
Ujhani,UJH,Uttar Pradesh,
Ujiarpur,UJP,Bihar,
Ujjain Junction,UJN,Madhya Pradesh,
Ukai Songadh,USD,Gujarat,
Ukshi,UKC,Maharashtra,
Ulavapadu,UPD,Andhra Pradesh,
Ulhasnagar,ULNR,Maharashtra,
Ullal,ULL,Karnataka,
Umar Tali,UTA,Uttar Pradesh,
Umaria,UMR,Madhya Pradesh,
Umbargam Road,UBR,Gujarat,
Umed,UMED,Maharashtra,
Umra,UMRA,Rajasthan,
Umreth,UMH,Gujarat,
Umri Maharashtra,UMRI,Maharashtra,
Umroli,UOI,Maharashtra,
Una,UNA,Gujarat,
Una Himachal,UHL,Himachal Pradesh,
Unai Vansada Rd,UNI,Gujarat,
Unchahar Junction,UCR,Uttar Pradesh,
Unchaulia,UCH,Uttar Pradesh,
Unchdih,UND,Uttar Pradesh,
Unchhera,UHR,Madhya Pradesh,
Unchi Bassi,UCB,Punjab,
Undasa Madhawpu,UDM,Madhya Pradesh,
Unhel,UNL,Madhya Pradesh,
Unjalur,URL,Tamil Nadu,
Unjha,UJA,Gujarat,
Unkal,UNK,Uttar Pradesh,
Unnao Junction,ON,Uttar Pradesh,
Uplai,UPI,Maharashtra,
Upleta,UA,Gujarat,
Uppal,OPL,Telangana,
Uppalavai,UPW,Telangana,
Urdauli,UDX,Uttar Pradesh,
Uruli Kanchan,URI,Maharashtra,
Usmanpur,UPR,Maharashtra,
Utarlai,UTL,Rajasthan,
Utarsanda,UTD,Gujarat,
Utrahtia,UTR,Uttar Pradesh,
Uttarkathani,UKE,Assam,
Uttarpara,UPA,West Bengal,
Uttukuli,UKL,Tamil Nadu,
Udumalpettai,UDT,Tamil Nadu,
V[edit],,,
Station Name,Station Code,State,
Vadakara,BDG,Kerala,
Vadal,VAL,Gujarat,
Vadali,VAE,Andhra Pradesh,
Vadgaon,VDN,Maharashtra,
Vadiya Devli,VDV,Gujarat,
Vadnagar,VDG,Gujarat,
Vadod,VXD,Gujarat,
Vadodara Junction,BRC,Gujarat,
Vadtal Swaminarayan,VTL,Gujarat,
Vadviyala,VVL,Gujarat,
Vaghli,VGL,Maharashtra,
Vaibhavwadi Rd,VBW,Maharashtra,
Vaikom,VARD,Kerala,
Vaitarna,VTN,Maharashtra,
Vaitheeswarankoil,VDL,Tamil Nadu,
Valadar,VLDR,Gujarat,
Valivade,VV,Maharashtra,
Vallabh Vidyanagar,VLYN,Gujarat,
Vallikkunnu,VLI,Kerala,
Valliyur,VLY,Tamil Nadu,
Valsad,BL,Gujarat,
Vedchha,VDH,Gujarat,
Vambori,VBR,Maharashtra,
Vangaon,VGN,Maharashtra,
Vangal,VGL,Tamil Nadu,
Vangani,,Maharashtra,
Vaniyambadi,VN,Tamil Nadu,
Vapi,VAPI,Gujarat,
Varahi,VRX,Gujarat,
Varanasi City,BCY,Uttar Pradesh,
Varanasi Junction,BSB,Uttar Pradesh,
Varangaon,VNA,Maharashtra,
Varkala Sivagiri Station,VAK,Kerala,
Vartej,VTJ,Gujarat,
Vasad Junction,VDA,Gujarat,
Vasai Road,BS,Maharashtra,
Vasco da Gama,VSG,Goa,
Vashi,V,Maharashtra,
Vasind,VSD,Maharashtra,
Vatva,VTA,Gujarat,
Vavdi,VVD,Gujarat,
Vavdi Khurd,VKG,Gujarat,
Vavera,VVV,Gujarat,
Vayalpad,VLD,Andhra Pradesh,
Veer,VEER,Maharashtra,
Vellore Cantonment,VLR,Tamil Nadu,
Vellore Town,VT,Tamil Nadu,
Venkatanarashimarajuvaripeta,VKZ,Andhra Pradesh,
Veraval,VRL,Gujarat,
Verka Junction,VKA,Punjab,
Verna,VEN,Goa,
Vetapalemu,VTM,Andhra Pradesh,
Vidisha,BHS,Madhya Pradesh,
Vidyasagar,VDS,jharkhand,
Vidyavihar,VVH,Maharashtra,
Vijapur,VJF,Gujarat,
Vijayawada Junction,BZA,Andhra Pradesh,
Vijaypur Jammu,VJPJ,Jammu and Kashmir,
Vijpadi Road,VJD,Gujarat,
Vikarabad Junction,VKB,Telangana,
Vikhroli,,Maharashtra,
Vikramgarh Alot,VMA,Madhya Pradesh,
Vikramnagar,VRG,Madhya Pradesh,
Vilad,VL,Maharashtra,
Vilavade,VID,Maharashtra,
Vile Parle,VLP,Maharashtra,
Villivakkam,VLK,Tamil Nadu,
Villupuram Junction,VM,Tamil Nadu,
Vindhyachal,BDL,Uttar Pradesh,
Vinukonda,VKD,Andhra Pradesh,
Viramgam Junction,VG,Gujarat,
Virar,VR,Maharashtra,
Virarakkiyam,VRQ,Tamil Nadu,
Virbhadra,VRH,Uttarakhand,
Virdel Road,VRD,Maharashtra,
Virpur,VRR,Gujarat,
Virudunagar Junction,VPT,Tamil Nadu,
Visapur,VPR,Maharashtra,
Visavadar,VSW,Gujarat,
Visakhapatnam Junction,VSKP,Andhra Pradesh/VSKP,
Vishvamitri,VS,Gujarat,
Visnagar,VNG,Gujarat,
Viswanath Chrli,VNE,Assam,
Vithalwadi,,Maharashtra,
Viveka Vihar,VVB,Delhi,
Vizianagaram Junction,VZM,Andhra Pradesh,
V. O. C. Nagar,VOC,Tamil Nadu,
Vondh,VON,Gujarat,
Vriddhachalam Junction,VRI,Tamil nadu,
Vrindavan,BDB,Uttar Pradesh,
Vyara,VYA,Gujarat,
Vyasarpadi Jeeva,VJM,Tamil Nadu,
Vyasnagar,VYN,Uttar Pradesh,
W[edit],,,
Station Name,Station Code,State,
Wadakanchery,WKI,Kerala,
Wadala Road,,Maharashtra,
Wadhwan City,WC,Gujarat,
Wadi Junction,WADI,Karnataka,
Wadiaram,WDR,Telangana,
Waghoda,WGA,Maharashtra,
Wadoda,WDD,Maharashtra,
Wadrengdisa,WDA,Assam,
Wair,WAIR,Rajasthan,
Walajah Road Junction,WJR,Tamil Nadu,
Waltair,WAT,Andhra Pradesh,
Wan Road,WND,Maharashtra,
Wankaner Junction,WKR,Gujarat,
Wanparti Road,WPR,Telangana,
Wansjaliya,WSJ,Gujarat,
Warangal,WL,Telangana,
Wardha East,WRE,Maharashtra,
Wardha Junction,WR,Maharashtra,
Waria,OYR,West Bengal,
Waris Aleganj,WRS,Uttar Pradesh,
Warora,WRR,Maharashtra,
Washim,WHM,Maharashtra,
Wathar,WTR,Maharashtra,
Wellington,WEL,Tamil Nadu,
West Mambalam,MBM,Tamil Nadu,
Wena,WENA,Bihar,
Whitefield,WFD,Karnataka,
Wimco Nagar,WCN,Tamil Nadu,
Wyndhamganj,WDM,Uttar Pradesh,
Y[edit],,,
Station Name,Station Code,State,
Yadgir,YG,Karnataka,
Yamuna,JAB,Uttar Pradesh,
Yavatmal Terminus,YTL,Maharashtra,
Yedakumeri,YDK,Karnataka,
Yelahanka Junction,YNK,Karnataka,
Yeliyur,Y,Karnataka,
Yeola,YL,Maharashtra,
Yerraguntla Junction,YA,Andhra Pradesh,
Yesvantpur Junction,YPR,Karnataka,
Yevat,YT,Maharashtra,
Yusufpur,YFP,Uttar Pradesh,
Z[edit],,,
,,,
Station Name,Station Code,State,
Zafarabad Junction,ZBD,Uttar Pradesh,
Zahirabad,ZB,Telangana,
Zamania,ZNA,Uttar Pradesh,
Zampini,ZPI,Andhra Pradesh,
Zawar,ZW,Rajasthan,
Zankhvav,ZNK,Gujarat,
